stt,word,furigana,Sino-Vietnamese,meaning,example
648,事情,じじょう,sự tình,"tình hình, sự tình, nguyên cớ","[['1. 「この旅、事情により退社することになりました」', 'Chuyến đi này, tôi đã từ chức vì tình hình sự việc.'], ['2. 事情があって、進学を辞めた。', 'Có lý do nên tôi đã từ bỏ việc học lên cao.'], ['3. 彼女はヨーロッパの事情に詳しい。', 'Cô ấy biết rõ tường tận về sự tình của châu Âu.'], ['4. 家を建てたいが、経済的な事情が許さない。', 'Muốn xây nhà nhưng tình thế kinh tế không cho phép.'], ['5. 「留学を辞めることにしました」「どうしたんですか」「事情が変わったんです」', '""Tôi quyết định không đi du học nữa""""Tại sao thế?""""Do tình thế thay đổi""'], ['合 ［名詞］＋事情', ''], ['連 ＿がある、＿が変わる、＿が許さない、＿許す限り', ''], ['慣 人には人の事情がある', '']]"
649,事態,じたい,sự thái,"tình hình, tình trạng","[['1. 預金している銀行が倒産するという、大変な事態になった。', 'Ngân hàng tôi đang gửi tiết kiệm bị phá sản nên đang lâm vào tình trạng khó khăn.'], ['2. 政府は非常事態宣言を出した。', 'Chính phủ đã đưa ra tuyên bố về tình hình khó khăn cấp bách.'], ['3. 緊急事態が発生した。', 'Phát sinh tình trạng khẩn cấp.'], ['合 非常＿、緊急＿、不測の＿', '']]"
650,障害,しょうがい,chướng hại,"cản trở, khó khăn","[['1. 彼は目が見えないという障害を乗り越えてピアニストになった。', 'Anh ấy đã vượt qua chướng ngại với đôi mắt không nhìn thấy để trở thành nhà piano.'], ['2. 独身なので、海外赴任に何の障害もない。', 'Vì độc thân nên không gặp chướng ngại gì khi nhận chức ở nước ngoài.'], ['3. 心臓に障害があるので、厳しいスポーツはできない。', 'Có vấn đề về tim nên không thể chơi những môn thể thao mạnh.'], ['関 困難', ''], ['類 支障', ''], ['合 ＿物、＿者', ''], ['連 ＿を乗り越える、＿を振り除く、＿がある<=>ない', '']]"
651,福祉,ふくし,phúc chỉ,phúc lợi,"[['1. 大学で福祉について勉強した。', 'Tôi đang học về phúc lợi xã hội tại trường đại học.'], ['2. 公共の福祉', 'Phúc lợi cộng đồng.'], ['合 社会＿、＿施設、介護＿士', '']]"
652,社会,しゃかい,xã hội,xã hội,"[['1. 定年退職後は社会の役に立つことをしたい。', 'Sau khi về hưu tôi muốn làm công việc có ích cho xã hội.'], ['2. 1年間入院していたので、社会復帰のため、リハビリに励んでいる。', 'Vì 1 năm nhập viện để có thể trở lại với xã hội tôi đang điều trị phục hồi.'], ['3. ｛医者/アリ…｝の社会', ''], ['合 ＿人、＿的な、［名詞］＋社会、社会＋［名詞］', ''], ['連 ＿に出る', '']]"
653,都会,とかい,đô hội,"thành phố, thành thị","[['1. 田舎の高校生だったの私は、都会にあこがれていた。', 'Một đứa học sinh vùng quê như tôi rất ao ước sống ở thành phố.'], ['関 都市', ''], ['対 田舎', ''], ['連 ＿に出る', '']]"
654,世論,せろん,thế luận,"dư luận, ý kiến công chúng","[['1. 現代の政治家は世論を無視することはできない。', 'Những nhà chính trị gia ngày nay không thể phớt lờ ý kiến của công chúng.'], ['合 ＿調査', '']]"
655,民族,みんぞく,dân tộc,dân tộc,"[['1. 世界にはさまざまな民族が存在する。', 'Trên thế giới tồn tại rất nhiều dân tộc.'], ['2. ロシアは多民族国家だ。', 'Nước Nga là quốc gia đa dân tộc.'], ['合 少数＿、多＿、単一、異＿、＿学、＿主義', '']]"
656,増大,ぞうだい,tăng đại,sự mở rộng; sự tăng thêm; sự khuyếch trương,"[['', '']]"
657,増量,ぞうりょう,tăng lượng,"sự tăng số lượng, sự tăng cân","[['', '']]"
658,増税,ぞうぜい,tăng thuế,sự tăng thuế,"[['', '']]"
659,増員,ぞういん,tăng viên,tăng thêm số (của) nhân sự,"[['', '']]"
660,減点,げんてん,giảm điểm,sự giảm trừ; sự giảm điểm,"[['', '']]"
661,減退,げんたい,giảm thoái,giảm thiểu,"[['', '']]"
662,減量,げんりょう,giảm lượng,"giảm trọng lượng, tụt cân","[['', '']]"
663,開発,かいはつ,khai phát,"sự phát triển, khai thác","[['', '']]"
664,開店,かいてん,khai điếm,sự mở cửa hàng,"[['', '']]"
665,開業,かいぎょう,khai nghiệp,bắt đầu kinh doanh; khởi nghiệp,"[['', '']]"
666,開催,かいさい,khai thôi,sự tổ chức; tổ chức,"[['', '']]"
667,開放,かいほう,khai phóng,sự mở cửa; sự tự do hoá,"[['', '']]"
668,閉鎖,へいさ,bế tỏa,sự phong bế; sự phong tỏa,"[['', '']]"
669,密閉,みっぺい,mật bế,"kín hơi, kín gió","[['', '']]"
670,改善,かいぜん,cải thiện,"cải thiện, cải cách","[['1. 組合は待遇の改善を求めてストを行った。', 'Các tổ chức công đoàn đã tổ chức những cuộc biểu tình đòi cải thiện chế độ đãi ngộ.'], ['2. 「生活を改善しなければ、生活習慣病は治りません」', 'Nếu không cải thiện cuộc sống thì sẽ không sửa được bệnh lối sống.']]"
671,改良,かいりょう,cải lương,sự cải thiện; sự cải tiến,"[['1. その製品は改良を重ねることで、一層使いやすくなかった。', 'Sản phẩm này bao gồm những cải tiến nên đã dễ dàng sử dụng hơn rất nhiều.'], ['合 品種＿', ''], ['連 ＿を加える、＿を重ねる', '']]"
672,改革,かいかく,cải cách,cải cách,"[['1. 古い制度を改革しなければ、この国の発展は望めない。', 'Nếu không cải cách chế độ cũ thì không mong sự phát triển ở đất nước này.'], ['関 革命', ''], ['類 変革、革新', ''], ['合 税制＿、農地＿、宗教＿', '']]"
673,改正,かいせい,cải chính,sự cải chính; sự sửa chữa; sự thay đổi; sự chỉnh sửa,"[['1. 4月から新幹線のダイヤが改正されるそうだ。', 'Nghe nói từ tháng 4 bảng giờ tàu shinkansen sẽ được thay đổi.'], ['2. ｛法律/条約/規則…｝を改正する。', '']]"
674,改定,かいてい,cải định,hiệu chỉnh,"[['1. 来年から消費税率が改定されることになった。', 'Từ năm sau sẽ cải cách thuế tiêu thụ.'], ['2. ｛定価/規則…｝を改定する。', ''], ['関 訂正', '']]"
675,改修,かいしゅう,cải tu,sự sửa chữa; sự cải tiến; sửa chữa; cải tiến; nâng cấp,"[['1. アパートが古くなったので、大規模な改修が行われることになった。', 'Căn nhà đã cũ nên quyết định tổ chức cải cách với quy mô lớn.'], ['2. ｛道路/橋/建築物/河川…｝を改修する。', ''], ['合 ＿工事', '']]"
676,一致,いっち,nhất trí,sự nhất trí; sự giống nhau; sự thống nhất,"[['1. 二人の意見が一致した。', 'Thống nhất ý kiến hai người với nhau.'], ['2. 恋人と誕生日が同じとは、偶然の一致だ。', 'Có cùng ngày sinh với người yêu là một sự giống nhau ngẫu nhiên.'], ['3. 彼の指紋が、現場に残された指紋と一致した。', 'Dấu vân tay của anh ấy trùng với dấu vân tay ở hiện trường.'], ['合 満場＿', ''], ['対 不＿', ''], ['連 偶然の＿', '']]"
677,一方,いっぽう,nhất phương,"đơn phương; một chiều, mặt khác","[['1. 飛行機の中で乗客が一方に片寄ると危ない。', 'Trong máy bay, hành khách dồn về một phía sẽ rất nguy hiểm.'], ['2. マウスを2グループに分け、一方にはAの薬を、もう一方にはBの薬を与えた。', 'Chia chuột thành hai nhóm, một nhóm chịu ảnh hưởng của thuốc A, nhóm còn lại là thuốc B.'], ['合 ＿通行、＿的な', '']]"
678,一定,いってい,nhất định,nhất định,"[['1. 倉庫の中は一定の温度を保たれている。', 'Trong kho đang bảo quản một nhiệt độ nhất định.'], ['2. 花が咲くには一定の条件が必要だ。', 'Cần một điều kiện nhất định để hoa có thể nở.'], ['3. 伝染病にかかると、一定期間、入院させられる。', 'Nếu bị bệnh truyền nhiễm, thì sẽ phải nhập viện một thời gian nhất định.'], ['4. 一定の成績を取らなければ、奨学金はもらえない。', 'Nếu không đạt được thành tích nhất định thì sẽ không thể nhận được học bổng.'], ['5. あの作家の書く小説は、どれも一定の水準に達している。', 'Những tiểu thuyết mà tác giả ấy viết cái nào cũng đạt được trình độ nhất định.'], ['6. エアコンが故障して、温度が一定しない。', 'Điều hòa bị hỏng nên không thể thiết lập nhiệt độ nhất định.']]"
679,一人前,いちにんまえ,nhất nhân tiền,người lớn; người trưởng thành,"[['1. 経済的に親から独立しなければ、一人前とは言えないだろう。', 'Nếu không độc lập kinh tế khỏi bố mẹ thì không thể nói là người lớn được.'], ['2. 職人は一人前になるのに長い時間がかかる。', 'Người lao động cần thời gian dài để có thể trưởng thành.'], ['3. 「すし、一人前お願いします」', 'Cho tôi một suất susi người lớn.']]"
680,一流,いちりゅう,nhất lưu,"bậc nhất, hạng nhất; hàng đầu; cao cấp","[['1. 彼がまだ若いが、コックとしての腕は一流だ。', 'Anh ấy vẫn còn trẻ nhưng tay nghề nấu ăn thì bậc nhất.'], ['2. 一流の｛ホテル/店/企業/人物…｝', ''], ['関 二流、三流、最高流', '']]"
681,映る,うつ,ánh,"bị phản chiếu, được chiếu","[['1. 鏡には左右が逆に映る。', 'Gương phản chiếu hình ảnh ngược trái phải.'], ['2. 湖の水面に回りの山々が映っている。', 'Mặt hồ phản chiếu hình ảnh núi non xung quanh.'], ['3. テレビをみていたら、知っている場所が映った。', 'Khi xem tivi thì thấy chiếu địa điểm mình biết.'], ['4. 不図、窓の外を見ると、怪しい男が目に映った。', 'Đột nhiên nhìn ra bên ngoài thì thấy ánh mắt của người đàn ông lạ nhìn.'], ['5. 警官の目には、私の行動が不審な物と映ったらしい。', 'Có vẻ trong mắt cảnh sát hành động của tôi là một điều đáng nghi.'], ['6. 初対面の彼は、紺色のスーツに赤いネクタイがよく映っていた。', 'Lần đầu gặp anh ấy là hình ảnh chiếc cà vạt đỏ và bộ vét màu xanh sẫm.'], ['連 目に＿', ''], ['名 映り', '']]"
682,映す,うつ,ánh,"chiếu, phản chiếu","[['1. 全身を映せる鏡が欲しい。', 'Tôi muốn có chiếc gương chiếu toàn bộ thân hình.'], ['2. 富士山が湖に姿を映している。', 'Hồ phản chiếu hình ảnh núi Phú Sĩ.'], ['3. スクリーンに映画を映す。', 'Phim chiếu trên màn hình.'], ['4. 歌は時代を映す鏡だと言われている。', 'Người ta nói bài hát là cái gương phản chiếu thời đại.'], ['合 映し出す', '']]"
683,漬かる,つ,tí,ngập,"[['1. 大雨で家の床まで水につかった。', 'Do mưa lớn nên nước ngập cả sàn nhà.'], ['2. 肩まで湯につかると気持ちがいい。', 'Nước ấm ngập đến vai cảm giác rất thích.'], ['3. 日々の生活にどっぷりつかって初心を忘れていた。', 'Ngày ngày chìm ngập trong cuộc sống mà quên đi tâm nguyện ban đầu.']]"
684,漬ける,つ,tí,bị ngập,"[['1. 汚れが落ちにくいときは、洗剤の液にしばらく付けておくとよい。', 'Khi vết bẩn khó giặt thìnên chấm dung dịch bột giặt lên một lúc.'], ['2. 大豆を一晩水につけて柔らかくする。', 'Một đêm rắc nước lên đậu tương thì nó sẽ mềm đi.']]"
685,浮かぶ,う,phù,nổi lên,"[['1. 池にボートが浮かんでいる。', 'Quả bóng nổi trên mặt hồ.'], ['2. アイデアが浮かぶ。', 'Ý tưởng thoáng qua.'], ['3. 空に雲が浮かんでいる。', 'Trên trời những đám mây đang trôi nổi.'], ['4. 家族の顔が目に浮かぶ。', 'Hình ảnh gia đình hiện lên trong mắt tôi.'], ['5. 顔に笑みが浮かぶ。', 'Gương mặt niềm nở hiện lên.'], ['6. 死んだ魚だ水面に浮かんできた。', 'Những con cá đã chết trôi nổi trên mặt nước.'], ['7. 新しい容疑者が浮かんだ。', 'Nổi lên một tên đáng nghi mới.'], ['合 浮かび上がる', '']]"
