stt,word,furigana,Sino-Vietnamese,meaning,example
535,レジ（レジスター）,,,máy tính tiền (cash register),"[['1. スーパーでレジのアルバイトをしている', 'Tôi làm thu ngân ở siêu thị.'], ['2. レジに並ぶ', 'Xếp hàng tính tiền.'], ['3. レジが込んでいる', 'Quầy tính tiền đông người.'], ['連 ＿を打つ', 'Bấm máy tính tiền.']]"
536,レシート,,,"biên nhận, hóa đơn (receipt)","[['1. レジでお金を払って、レシートを受け取る', 'Trả tiền ở quầy tính tiền rồi nhận hóa đơn.'], ['類 領収書', 'Hóa đơn']]"
537,インスタント,,,"(ăn, uống, …)liền, lập tức (instant)","[['1. インスタント食品は便利だ', 'Thức ăn nhanh thì tiện lợi.'], ['合 ＿ラーメン、＿コーヒー、＿食品', 'Mì ăn liền, cà phê uống liền, thực phẩm ăn liền']]"
538,ファストフード,,,thức ăn nhanh (fast food),"[['1. そばは江戸時代のファストフードだった', 'Soba là thức ăn nhanh thời Edo.'], ['合 ＿店', 'Tiệm đồ ăn nhanh.'], ['関 ハンバーガー、フライドチキン', 'Hamburger, gà rán']]"
539,フルーツ,,,"hoa quả, trái cây (fruit)","[['1. 暖かいところには、いろいろなフルーツがある', 'Có nhiều loại trái cây ở vùng ấm áp.'], ['合 ＿ジュース、＿ケーキ', 'Nước ép hoa quả, bánh hoa quả'], ['類 くだもの', 'Hoa quả, trái cây']]"
540,デザート,,,món tráng miệng (dessert),"[['1. デザートにアイスクリームを食べる', 'Ăn kem tráng miệng.']]"
541,インターネット,,,internet,"[['1. インターネットで世界の環境問題について調べた', 'Tra cứu vấn đề môi trường của thế giới trên internet.'], ['2. きのうは１日中インターネットをしていた', 'Hôm qua tôi lướt Internet cả ngày.'], ['連 ＿をする、＿につなぐ、＿に接続する', 'Dùng Internet, kết nối Internet, kết nối Internet'], ['合 ＿カフェ', 'Internet cà phê'], ['関 パソコン＜パーソナルコンピューター、ホームページ、メール、ブログ', 'Máy tính cá nhân, trang chủ, gửi mail, blog']]"
542,チャイム,,,chuông (chime),"[['1. 授業が始まるとき、チャイムが鳴る', 'Khi bắt đầu tiết học thì chuông reo.'], ['連 ＿が鳴る、＿を鳴らす', 'Chuông reo/ bấm chuông'], ['関 ベル、ブザー', 'Chuông, còi']]"
543,アナウンス,,,thông báo (announcement),"[['1. 電車の中でアナウンスを聞く', 'Nghe thông báo trên tàu điện.'], ['2. 緊急ニュースを行内でアナウンスする', 'Thông báo tin tức khẩn cấp trên trường học.'], ['合 場内＿、車内＿', 'Thông báo trong hội trường, thông báo trong xe'], ['関 アナウンサー', 'Người thông báo, phát thanh viên']]"
544,メッセージ,,,"tin nhắn, thông điệp (message)","[['1. 留守番電話にメッセージをのこす', 'Để lại lời nhắn trong điện thoại trả lời tự động khi vắng nhà.'], ['2. メッセージといっしょに花束を送る', 'Gửi lời nhắn cùng bó hoa.'], ['3. 大統領は国民にメッセージを発表した', 'Tổng thống đã phát biểu thông điệp với nhân dân.'], ['4. この曲には、平和へのメッセージがこめられている', 'Ca khúc này mang thông điệp về hòa bình.'], ['連 ＿を残す、＿を頼む、＿を伝える、＿を伝える', 'Để lại lời nhắn, giao cho ai đó việc gì đó bằng tin nhắn, truyền đạt lời nhắn'], ['類 伝言', 'Gửi lời nhắn tin']]"
545,パンフレット,,,ấn phẩm quảng cáo (pamphlet),"[['1. 旅行会社でパンフレットをたくさんもらってきた', 'Lấy nhiều tờ rơi ở công ty du lịch.'], ['関 カタログ、ちらし', 'Tờ rơi quảng cáo.']]"
546,カード,,,thẻ card,"[['合 ｛キャッシュ／クレジット／テレホン\u3000…｝＋カード', 'Thẻ {ngân hàng/ tín dụng/ điện thoại…}']]"
547,インタビュー,,,phỏng vấn (interview),"[['1. 勝ったチームの選手にインタビューする', 'Phỏng vấn tuyển thủ của đội thắng.'], ['2. 記者のインタビューに答える', 'Trả lời phỏng vấn của phóng viên.'], ['連 ＿を受ける、＿に答える', 'Trả lời phỏng vấn của phóng viên.'], ['合 ＿調査', 'Khảo sát phỏng vấn']]"
548,アンケート,,,bảng điều ra (questionaire),"[['1. 「アンケートにご協力ください」', 'Xin hãy hợp tác làm giúp bảng điều tra.'], ['2. アンケートをして学生の生活を調べる', 'Làm bảng câu hỏi điều tra đời sống sinh viên.'], ['連 ＿をする、＿をとる、＿に答える', 'Làm bảng điều tra, lấy bảng điều tra, trả lời điều tra'], ['合 ＿調査', 'Điều tra bằng phiếu']]"
549,データ,,,dữ liệu (data),"[['1. 研究のために、データを集めている', 'Tôi đang tập hợp tài liệu để phục vụ nghiên cứu.'], ['連 ＿を集める、＿をとる', 'Tập hợp dữ liệu/ lấy dữ liệu'], ['合 ＿ベース、＿バンク', 'Nguồn dữ liệu/ ngân hàng dữ liệu']]"
550,ーセント,,,phần trăm (pecent),"[['合 ［数字］\u3000＋パーセント', 'Số từ + パーセント'], ['関 割り', 'đơn vị % thuần Nhật (1wari = 10%)']]"
551,濃い,こ,nồng,"đậm, đặc","[['1. ｛色／味／コーヒー／お茶／化粧／ひげ\u3000…｝が濃い', 'Màu/ vị / cà phê/ trà/ trang điểm đậm/ râu dày….'], ['合 濃さ', 'Độ đậm'], ['対 薄い', 'Nhạt']]"
552,薄い,うす,bạc,"nhạt, mỏng","[['1. 薄い本', 'Quyển sách mỏng.'], ['2. ｛色／味／コーヒー／お茶／化粧／ひげ\u3000…｝が薄い', '{Màu/ vị / cà phê/ trà/ trang điểm} nhạt, {râu} mỏng..'], ['合 薄さ', 'Độ nhạt, mỏng'], ['対 厚い、濃い', 'Dày, đậm']]"
553,酸っぱい,す,toan,chua,"[['1. レモンはすっぱい', 'Chanh thì chua.'], ['2. 古い牛乳のパックを開けたら、すっぱい匂いがした', 'Khi mở túi sữa cũ ra thì có mùi chua.'], ['合 酸っぱさ、甘酸っぱい', 'Độ chua, chua ngọt']]"
554,臭い,くさ,xú,"thối, tanh","[['1. なっとうはくさいから嫌いだという日本人も多い', 'Có nhiều người Nhật ghét Natto vì nó có mùi thối.'], ['2. 魚を焼いたので台所がくさくなった', 'Vì nướng cá nên nhà bếp bị ám mùi.'], ['合 臭さ、臭み、［名詞］＋くさい', 'Độ thối, mùi thối'], ['関 におい', 'Mùi']]"
555,おかしい,,,"buồn cười, kì quặc (sự cố) có vấn đề, lạ","[['1. 山本君は、授業中にいつもおかしいことを言ってみんなを笑わせる', 'Bạn Yamamoto ở trong lớp lúc nào cũng nói mấy câu hài hài làm mọi người phá lên cười.'], ['2. パソコンの調子がおかしい', 'Tình trạng của máy tính không ổn.'], ['3. 彼女は朝からずっと様子がおかしい', 'Cô ấy suốt từ sáng trông cứ sao sao ấy.'], ['合 「うちの会社、子どもができたらやめなきゃいけないのよ」「そんなのおかしいよ」', '""Công ty tôi nếu mà đẻ con thì bắt buộc phải nghỉ làm."" ""Kỳ lạ lắm luôn ấy.""'], ['類 おもしろい、変な', 'Thú vị, lạ']]"
556,かっこいい,,,"dễ nhìn, bảnh bao, ngầu","[['1. あの先輩は、かっこいいので人気がある', 'Thầy giáo đó bảnh bao nên được hâm mộ.'], ['2. サッカーでかっこよくゴールを決めた', 'Tôi đã ghi bàn thắng rất đẹp trong trậ bóng đá.'], ['3. 年を取っても自分の夢を追いかけるのは、かっこいい生き方だと思う', 'Dù có tuổi nhưng vẫn theo đuổi ước mơ bản thân, thì tôi nghĩ đó là cách sống tốt.'], ['合 かっこよさ', 'Độ đẹp, bảnh bao'], ['対 かっこ悪い', 'Xấu']]"
557,うまい,,,"giỏi, ngon, suôn sẻ, trôi chảy","[['1. 母は料理がうまい', 'Mẹ rất giỏi nấu ăn.'], ['2. この前のスピーチコンテストでは、とてもうまく話せた', 'Cái buổi diễn thuyết trước đã trình bày rất tốt.'], ['3. 仕事のあとのビールはうまい', 'Uống bia sau khi làm việc thì rất ngon.'], ['4. 「面接はうまくいきましたか」「まあまあでした」', '""Buổi phỏng vấn này có tốt không?"" ""Cũng tàm tạm.""'], ['5. 彼は恋人とあまりうまくいっていないようだ', 'Nghe nói anh ấy với người yêu đang không suôn sẻ lắm.'], ['合 うまさ、うまみ、うまくいく', 'Độ giỏi, độ ngon/ vị ngon/ diễn ra thuận lợi, suôn sẻ'], ['類 上手な、おいしい', 'Giỏi, ngon']]"
558,親しい,した,thân,thân thiết,"[['1. 私は田中さんと親しい', 'Tôi thân với anh Tanaka.'], ['2. 彼とは留学した大学が同じで親しくなった', 'Vì tôi và anh ấy du học cùng trường nên trở nên thân thiết.'], ['3. 母親同士が親友なので、家族同士も親しくつき合っている', 'Vì các mẹ thân nhau nên gia đình cũng trở nên thân thiết.'], ['合 親しさ、親しみ→\u3000＿を感じる、＿を持つ、＿がある', 'Độ thân thiết/ sự thân thiết/ cảm thấy thân thiết/ có sự thân thiết.'], ['動 親しむ', 'Làm thân']]"
559,詳しい,くわ,tường,"cụ thể, chi tiết, tường tận","[['1. この地図はとてもくわしい', 'Cái bản đồ này rất chi tiết.'], ['2. 「先生、もう少しくわしく説明してください」', '""Thầy hãy giải thích chi tiết hơn chút được không.""'], ['3. 姉は映画にとてもくわしい', 'Chị tôi thì rất am hiểu tường tận về phim ảnh.'], ['合 詳しさ', 'Độ cụ thể']]"
560,細かい,こま,tế,"nhỏ, chi tiết, tiểu tiết, tiền lẻ","[['1. 新聞の字は細かくて、お年よりには読みづらい', 'Chữ của tờ báo rất nhỏ nên đối với người già thì khó đọc.'], ['2. 玉ねぎを細かくきざんだ', 'Thái nhỏ hành.'], ['3. この書類を書くときには、細かい注意が必要だ', 'Khi viết tài liệu này thì chú ý nhỏ cũng quan trọng.'], ['4. 「１３０円です」「細かいお金がないので、１万円でおつりをください」', '""Số tiền là 130 Yên."" "" Vì không có tiền lẻ nên tôi trả 1 man rồi hãy thối lại cho tôi"".'], ['合 細かさ', 'Độ nhỏ, chi tiết'], ['類 小さい、こぜに', 'Nhỏ, tiền lẻ']]"
561,浅い,あさ,thiển,"nông, nông cạn, chưa thâm sâu","[['1. この川は浅いので、子どもが泳いでも危なくない', 'Con sông này nông nên dù bọn trẻ bơi cũng không nguy hiểm.'], ['2. 地震は地下の浅いところで起こった', 'Động đất xảy ra ở tầng đất nông( gần mặt đất).'], ['3. ナイフで刺されたが、傷が浅く、命は助かった', 'Bị đâm bằng dao nhưng vết thương nông nên tính mạng đã được cứu.'], ['4. いすに浅く座る', 'Ngồi nông( không ngồi hết ghế, ví dụ không ngôi hết ghế).'], ['5. ｛眠り／経験／知識／考え／関係／つき合い\u3000…｝が浅い', '{Ngủ/ kinh nghiệm/ tri thức/ suy nghĩ} nông, {quan hệ/ hẹn hò} chưa thân thiết.'], ['対 深い', 'Sâu']]"
562,硬い/固い,かた,ngạnh cố,cứng,"[['1. このパンはとても固い', 'Cái bánh này rất cứng.'], ['2. 私は頭が固いから、いいアイデアがなかなか浮かばない', 'Tôi thì đầu cứng nhắc( không linh hoạt, linh động) nên mãi không có ý tưởng hay nào lóe lên.'], ['3. 固い｛握手／約束／決心\u3000…｝', 'Bắt tay chặt cứng, hứa như đinh đóng cột, quyết tâm chắc chắn….'], ['4. びんのふたが固くてなかなか開かない', 'Cái nắp chai chặt nên mãi không mở được.'], ['5. この室内で火を使うことは固く禁止されている', 'Trong phòng này thì việc dùng lửa là tuyệt đối nghiêm cấm.'], ['6. がんばれば夢は実現すると固く信じている', 'Nếu cố gắng thì tin chắc ước mơ sẽ thực hiện được.'], ['7. 体が硬い', 'Cơ thể bị cứng.'], ['8. ダイヤモンドは非常に硬いので、工業用に使われている', 'Kim cương thì siêu cứng nên được dùng trong công nghiệp.'], ['9. ｛表情／文章／内容\u3000…｝が硬い', '{Thông tin/ bài văn/ nội dung…} cứng.'], ['合 固さ、硬さ', 'Độ cứng'], ['対 柔らかい', 'Mềm'], ['慣 頭が＿、ロが＿', 'Đầu cứng nhắc, cứng miệng']]"
563,ぬるい,,,nguội,"[['1. ぬるいコーヒーはおいしくない', 'Cà phê nguội thì không ngon.'], ['2. 冷やしたビールを冷蔵庫から出したままにしておいたら、ぬるくなってしまった', 'Bia lạnh mang từ tủ lạnh ra mà cứ để thế thì nó sẽ lạnh mất.'], ['合 ぬるさ', 'Độ nguội']]"
564,まぶしい,,,"chói (mắt), rạng rỡ","[['1. カーテンを開けたら、太陽がまぶしかった', 'Khi mở rèm thì thấy mặt trời khá chói.'], ['2. 彼女は、最近まぶしいほど美しくなった', 'Cô ấy gần đây đẹp rạng rỡ.'], ['合 まぶしさ', 'Độ chói']]"
565,蒸し暑い,む,chưng thử,oi bức,"[['1. 日本の夏は、蒸し暑い', 'Mùa hè ở Nhật thì oi bức.'], ['合 蒸し暑さ', 'Độ oi bức'], ['関 湿気、湿度', 'Hơi ẩm']]"
566,清潔な,せいけつ,thanh khiết,sạch sẽ,"[['1. 清潔な服を身につける', 'Mặc lên người bộ áo quần sạch sẽ.'], ['2. トイレはいつも清潔にしておきたい', 'Muốn nhà vệ sinh lúc nào cũng sạch sẽ.'], ['合 清潔さ、清潔感→\u3000＿がある <=> ない', 'Có(không có) cảm giác sạch sẽ.'], ['対 不潔な', 'Không sạch']]"
567,新鮮な,しんせん,tân tiên,tươi,"[['1. 新鮮な魚はおいしい', 'Cá tươi thì ngon.'], ['2. 「この冷蔵庫は野菜を新鮮に保ちます」', '""Cái tủ lạnh này giữ cho rau tươi.""'], ['3. 山で新鮮な空気を胸一杯に吸いこんだ', 'Ở núi hít sâu luồng không khí trong lành.'], ['4. 新鮮な気持ちで新学期を迎えた', 'Đón kì học mới với tâm trạng tươi mới.'], ['5. 旅行で初めて行った沖縄は、何もかも新鮮だった', 'Lần đầu đi du lịch ở Okinawa cái gì cũng mới mẻ cả.'], ['合 新鮮さ', 'Độ tươi mới']]"
568,豊かな,ゆた,phong,"giàu có, trù phú, đa dạng","[['1. 豊かな｛資源／自然／緑／財産／暮らし／心／才能／個性／表情\u3000…｝', 'Trù phú, nhiều tài nguyên, {thiên nhiên, cây cối, tài sản, cuộc sống} đa dạng, trái tim, tài năng, cá tính, biểu cảm….'], ['2. このあたりは、国でもっとも豊かな地方だ', 'Vùng này là vùng trù phú nhất trên cả nước.'], ['3. 人生を豊かに生きる', 'Sống cuộc sống phong phú.'], ['4. 彼女は想像力が豊かだ', 'Cô ấy có sức tưởng tượng rất phong phú.'], ['合 豊かさ、｛個性／才能／緑\u3000…｝＋豊かな', 'Sự giàu có, {cá tính, tài năng, cây cối…} đa dạng, phong phú']]"
